,date,total_cases,new_cases,total_cases_per_million,new_cases_per_million,stringency_index,new_cases_smoothed,new_deaths_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,total_deaths,new_deaths,total_deaths_per_million,new_deaths_per_million,reproduction_rate,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,total_tests,total_tests_per_thousand,tests_units,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case
424,425,2132742,8672,49065.975,199.508,70.83,8800.0,342.429,202.453,7.878,46281.0,358.0,1064.743,8.236,0.68,-14858.4,-5.83,-11.55,9456234.0,217.551,tests performed,37455.0,0.862,34536.0,0.795,0.255,3.9
425,426,2137959,5217,49185.998,120.023,76.39,8394.143,332.286,193.116,7.645,46447.0,166.0,1068.562,3.819,0.67,-14858.4,-5.83,-11.55,9477843.0,218.048,tests performed,21609.0,0.497,33847.0,0.779,0.248,4.0
426,427,2140838,2879,49252.232,66.234,76.39,8064.857,326.286,185.541,7.507,46607.0,160.0,1072.243,3.681,0.65,-14858.4,-5.83,-11.55,9487141.0,218.262,tests performed,9298.0,0.214,32979.0,0.759,0.245,4.1
427,428,2143427,2589,49311.795,59.563,76.39,7286.571,288.286,167.635,6.632,46781.0,174.0,1076.246,4.003,0.63,-14858.4,-5.83,-11.55,9498958.0,218.534,tests performed,11817.0,0.272,29558.0,0.68,0.247,4.1
428,429,2146121,2694,49373.773,61.978,76.39,6284.429,248.429,144.58,5.715,46950.0,169.0,1080.134,3.888,0.63,-14858.4,-5.83,-11.55,9518164.0,218.975,tests performed,19206.0,0.442,26039.0,0.599,0.241,4.1
429,430,2152280,6159,49515.467,141.694,76.39,5485.714,246.286,126.205,5.666,47331.0,381.0,1088.899,8.765,0.68,-14858.4,-5.83,-11.55,9555109.0,219.825,tests performed,36945.0,0.85,25388.0,0.584,0.216,4.6
430,431,2160809,8529,49711.686,196.219,76.39,5248.429,256.286,120.746,5.896,47717.0,386.0,1097.78,8.88,0.76,-14858.4,-5.83,-11.55,9594857.0,220.74,tests performed,39748.0,0.914,25154.0,0.579,0.209,4.8
431,432,2169650,8841,49915.082,203.397,56.94,5272.571,259.143,121.301,5.962,48095.0,378.0,1106.476,8.696,0.81,-14858.4,-5.83,-11.55,9633983.0,221.64,tests performed,39126.0,0.9,25393.0,0.584,0.208,4.8
432,433,2175151,5501,50041.639,126.556,56.94,5313.143,263.857,122.234,6.07,48294.0,199.0,1111.054,4.578,0.82,-14858.4,-5.83,-11.55,9655779.0,222.141,tests performed,21796.0,0.501,25419.0,0.585,0.209,4.8
433,434,2178095,2944,50109.368,67.73,56.94,5322.429,258.857,122.448,5.955,48419.0,125.0,1113.93,2.876,0.8,-14858.4,-5.83,-11.55,9668937.0,222.444,tests performed,13158.0,0.303,25971.0,0.597,0.205,4.9
434,435,2180429,2334,50163.065,53.696,56.94,5286.0,251.857,121.61,5.794,48544.0,125.0,1116.806,2.876,0.79,-14858.4,-5.83,-11.55,9682286.0,222.751,tests performed,13349.0,0.307,26190.0,0.603,0.202,5.0
435,436,2185088,4659,50270.25,107.185,56.94,5566.714,279.714,128.068,6.435,48908.0,364.0,1125.18,8.374,0.81,-14858.4,-5.83,-11.55,9721036.0,223.643,tests performed,38750.0,0.891,28982.0,0.667,0.192,5.2
436,437,2192022,6934,50429.774,159.524,57.41,5677.429,275.714,130.615,6.343,49261.0,353.0,1133.301,8.121,0.85,-14858.4,-5.83,-11.55,9756402.0,224.456,tests performed,35366.0,0.814,28756.0,0.662,0.197,5.1
437,438,2199708,7686,50606.598,176.825,57.41,5557.0,262.429,127.845,6.037,49554.0,293.0,1140.042,6.741,0.87,-14858.4,-5.83,-11.55,9790291.0,225.236,tests performed,33889.0,0.78,27919.0,0.642,0.199,5.0
438,439,2206627,6919,50765.777,159.179,57.41,5282.429,255.143,121.528,5.87,49881.0,327.0,1147.565,7.523,0.86,-14858.4,-5.83,-11.55,9824399.0,226.021,tests performed,34108.0,0.785,27202.0,0.626,0.194,5.1
439,440,2210375,3748,50852.004,86.227,57.41,5032.0,246.429,115.766,5.669,50019.0,138.0,1150.74,3.175,0.85,-14858.4,-5.83,-11.55,9841788.0,226.421,tests performed,17389.0,0.4,26573.0,0.611,0.189,5.3
440,441,2212635,2260,50903.998,51.994,57.41,4934.286,244.714,113.518,5.63,50132.0,113.0,1153.339,2.6,0.84,-14858.4,-5.83,-11.55,9851754.0,226.65,tests performed,9966.0,0.229,26117.0,0.601,0.189,5.3
441,442,2216856,4221,51001.106,97.109,57.41,5203.857,268.714,119.72,6.182,50425.0,293.0,1160.08,6.741,0.85,-14858.4,-5.83,-11.55,9882447.0,227.356,tests performed,30693.0,0.706,28594.0,0.658,0.182,5.5
442,443,2222115,5259,51122.095,120.989,57.41,5289.571,250.0,121.692,5.752,50658.0,233.0,1165.441,5.36,0.83,-14858.4,-5.83,-11.55,9914382.0,228.091,tests performed,31935.0,0.735,27621.0,0.635,0.192,5.2
443,444,2227400,5285,51243.682,121.587,57.41,5054.0,229.429,116.273,5.278,50867.0,209.0,1170.249,4.808,0.8,-14858.4,-5.83,-11.55,9943891.0,228.77,tests performed,29509.0,0.679,26784.0,0.616,0.189,5.3
444,445,2232510,5110,51361.243,117.561,57.41,4686.0,217.429,107.806,5.002,51076.0,209.0,1175.057,4.808,0.77,-14858.4,-5.83,-11.55,9970045.0,229.371,tests performed,26154.0,0.602,25679.0,0.591,0.182,5.5
445,446,2237240,4730,51470.061,108.819,57.41,4373.286,197.0,100.612,4.532,51260.0,184.0,1179.29,4.233,0.75,-14858.4,-5.83,-11.55,9997488.0,230.003,tests performed,27443.0,0.631,24727.0,0.569,0.177,5.7
446,447,2239897,2657,51531.189,61.127,57.41,4217.429,190.571,97.026,4.384,51353.0,93.0,1181.43,2.14,0.74,-14858.4,-5.83,-11.55,10013773.0,230.377,tests performed,16285.0,0.375,24569.0,0.565,0.172,5.8
447,448,2241354,1457,51564.708,33.52,57.41,4102.714,184.714,94.387,4.25,51425.0,72.0,1183.086,1.656,0.73,-14858.4,-5.83,-11.55,10022457.0,230.577,tests performed,8684.0,0.2,24386.0,0.561,0.168,5.9
448,449,2244084,2730,51627.515,62.807,43.52,3889.714,179.571,89.487,4.131,51682.0,257.0,1188.999,5.913,0.73,-14858.4,-5.83,-11.55,10045897.0,231.116,tests performed,23440.0,0.539,23350.0,0.537,0.167,6.0
449,450,2247605,3521,51708.519,81.004,43.52,3641.429,177.143,83.775,4.075,51898.0,216.0,1193.968,4.969,0.72,-14858.4,-5.83,-11.55,10076621.0,231.823,tests performed,30724.0,0.707,23177.0,0.533,0.157,6.4
450,451,2251242,3637,51792.192,83.673,43.52,3406.0,174.429,78.359,4.013,52088.0,190.0,1198.339,4.371,0.7,-14858.4,-5.83,-11.55,10105901.0,232.497,tests performed,29280.0,0.674,23144.0,0.532,0.147,6.8
451,452,2254674,3432,51871.149,78.957,43.52,3166.286,168.0,72.844,3.865,52252.0,164.0,1202.112,3.773,0.7,-14858.4,-5.83,-11.55,10131355.0,233.082,tests performed,25454.0,0.586,23044.0,0.53,0.137,7.3
452,453,2257904,3230,51945.459,74.31,43.52,2952.0,164.857,67.914,3.793,52414.0,162.0,1205.839,3.727,0.7,-14858.4,-5.83,-11.55,10156756.0,233.667,tests performed,25401.0,0.584,22753.0,0.523,0.13,7.7
453,454,2259743,1839,51987.767,42.308,43.52,2835.143,164.429,65.225,3.783,52504.0,90.0,1207.91,2.071,0.7,-14858.4,-5.83,-11.55,10171955.0,234.017,tests performed,15199.0,0.35,22597.0,0.52,0.125,8.0
454,455,2260899,1156,52014.362,26.595,43.52,2792.143,164.0,64.236,3.773,52573.0,69.0,1209.497,1.587,0.7,84706.4,10.18,13.42,10180777.0,234.219,tests performed,8822.0,0.203,22617.0,0.52,0.123,8.1
455,456,2263167,2268,52066.539,52.178,57.41,2726.143,151.429,62.718,3.484,52742.0,169.0,1213.385,3.888,0.7,-14858.4,-5.83,-11.55,10207245.0,234.828,tests performed,26468.0,0.609,23050.0,0.53,0.118,8.5
456,457,2265502,2335,52120.259,53.719,57.41,2556.714,144.143,58.82,3.316,52907.0,165.0,1217.181,3.796,0.69,-14858.4,-5.83,-11.55,10235181.0,235.471,tests performed,27936.0,0.643,22651.0,0.521,0.113,8.9
457,458,2268209,2707,52182.536,62.277,57.41,2423.857,132.429,55.763,3.047,53015.0,108.0,1219.666,2.485,0.67,-14858.4,-5.83,-11.55,10261649.0,236.08,tests performed,26468.0,0.609,22250.0,0.512,0.109,9.2
458,459,2270602,2393,52237.589,55.053,57.41,2275.429,123.571,52.349,2.843,53117.0,102.0,1222.013,2.347,0.66,-14858.4,-5.83,-11.55,10290345.0,236.74,tests performed,28696.0,0.66,22713.0,0.523,0.1,10.0
459,460,2272633,2031,52284.315,46.725,57.41,2104.143,113.857,48.408,2.619,53211.0,94.0,1224.175,2.163,0.65,-14858.4,-5.83,-11.55,10319406.0,237.409,tests performed,29061.0,0.669,23236.0,0.535,0.091,11.0
460,461,2273708,1075,52309.046,24.732,57.41,1995.0,107.714,45.897,2.478,53258.0,47.0,1225.256,1.081,0.66,-14858.4,-5.83,-11.55,10336155.0,237.794,tests performed,16749.0,0.385,23457.0,0.54,0.085,11.8
461,462,2274375,667,52324.391,15.345,57.41,1925.143,103.143,44.29,2.373,53295.0,37.0,1226.108,0.851,0.67,-14858.4,-5.83,-11.55,10346878.0,238.041,tests performed,10723.0,0.247,23729.0,0.546,0.081,12.3
462,463,2276111,1736,52364.33,39.939,57.41,1849.143,96.857,42.541,2.228,53420.0,125.0,1228.983,2.876,0.68,-14858.4,-5.83,-11.55,10380233.0,238.808,tests performed,33355.0,0.767,24713.0,0.569,0.075,13.4
463,464,2277632,1521,52399.322,34.992,57.41,1732.857,85.143,39.866,1.959,53503.0,83.0,1230.893,1.91,0.68,-14858.4,-5.83,-11.55,10405577.0,239.391,tests performed,25344.0,0.583,24342.0,0.56,0.071,14.0
464,465,2279556,1924,52443.586,44.264,57.41,1621.0,84.571,37.293,1.946,53607.0,104.0,1233.285,2.393,0.68,-14858.4,-5.83,-11.55,10434574.0,240.058,tests performed,28997.0,0.667,24704.0,0.568,0.066,15.2
465,466,2281303,1747,52483.777,40.192,57.41,1528.714,80.857,35.17,1.86,53683.0,76.0,1235.034,1.748,0.68,-14858.4,-5.83,-11.55,10460411.0,240.653,tests performed,25837.0,0.594,24295.0,0.559,0.063,15.9
466,467,2282727,1424,52516.538,32.761,57.41,1442.0,78.143,33.175,1.798,53758.0,75.0,1236.759,1.725,0.68,-14858.4,-5.83,-11.55,10487410.0,241.274,tests performed,26999.0,0.621,24001.0,0.552,0.06,16.6
467,468,2283746,1019,52539.981,23.443,57.41,1434.0,76.714,32.991,1.765,53795.0,37.0,1237.611,0.851,0.69,-14858.4,-5.83,-11.55,10504548.0,241.668,tests performed,17138.0,0.394,24056.0,0.553,0.06,16.8
468,469,2284337,591,52553.578,13.597,57.41,1423.143,73.857,32.741,1.699,53812.0,17.0,1238.002,0.391,0.7,-14858.4,-5.83,-11.55,10516186.0,241.936,tests performed,11638.0,0.268,24187.0,0.556,0.059,17.0
469,470,2285534,1197,52581.116,27.538,57.41,1346.143,67.714,30.969,1.558,53894.0,82.0,1239.888,1.886,0.71,-14858.4,-5.83,-11.55,10548499.0,242.679,tests performed,32313.0,0.743,24038.0,0.553,0.056,17.9
470,471,2286767,1233,52609.482,28.366,57.41,1305.0,68.143,30.023,1.568,53980.0,86.0,1241.867,1.979,0.7,-14858.4,-5.83,-11.55,10576820.0,243.331,tests performed,28321.0,0.652,24463.0,0.563,0.053,18.7
471,472,2288155,1388,52641.415,31.932,58.33,1228.429,62.0,28.261,1.426,54041.0,61.0,1243.27,1.403,0.69,-14858.4,-5.83,-11.55,10603856.0,243.953,tests performed,27036.0,0.622,24183.0,0.556,0.051,19.7
472,473,2289333,1178,52668.516,27.101,58.33,1147.143,59.143,26.391,1.361,54097.0,56.0,1244.558,1.288,0.69,-14858.4,-5.83,-11.55,10629744.0,244.548,tests performed,25888.0,0.596,24190.0,0.557,0.047,21.1
473,474,2290412,1079,52693.339,24.824,58.33,1097.857,54.857,25.257,1.262,54142.0,45.0,1245.594,1.035,0.7,-14858.4,-5.83,-11.55,10656207.0,245.157,tests performed,26463.0,0.609,24114.0,0.555,0.046,22.0
474,475,2291135,723,52709.973,16.633,58.33,1055.571,53.714,24.285,1.236,54171.0,29.0,1246.261,0.667,0.72,-14858.4,-5.83,-11.55,10670072.0,245.476,tests performed,13865.0,0.319,23646.0,0.544,0.045,22.4
475,476,2291722,587,52723.477,13.505,58.33,1055.0,54.286,24.271,1.249,54192.0,21.0,1246.744,0.483,0.74,-14858.4,-5.83,-11.55,10679015.0,245.682,tests performed,8943.0,0.206,23261.0,0.535,0.045,22.0
476,477,2292295,573,52736.66,13.182,58.33,965.857,46.571,22.221,1.071,54220.0,28.0,1247.388,0.644,0.76,-14858.4,-5.83,-11.55,10690896.0,245.955,tests performed,11881.0,0.273,20342.0,0.468,0.047,21.1
477,478,2293421,1126,52762.565,25.905,58.33,950.571,45.571,21.869,1.048,54299.0,79.0,1249.206,1.817,0.8,-14858.4,-5.83,-11.55,10717176.0,246.56,tests performed,26280.0,0.605,20051.0,0.461,0.047,21.1
478,479,2294669,1248,52791.276,28.712,58.33,930.571,46.429,21.409,1.068,54366.0,67.0,1250.747,1.541,0.83,-14858.4,-5.83,-11.55,10739672.0,247.077,tests performed,22496.0,0.518,19402.0,0.446,0.048,20.8
479,480,2295873,1204,52818.975,27.699,58.33,934.286,47.429,21.494,1.091,54429.0,63.0,1252.196,1.449,0.86,-14858.4,-5.83,-11.55,10759153.0,247.526,tests performed,19481.0,0.448,18487.0,0.425,0.051,19.8
480,481,2296982,1109,52844.489,25.514,58.33,938.571,47.286,21.593,1.088,54473.0,44.0,1253.209,1.012,0.87,-14858.4,-5.83,-11.55,10780868.0,248.025,tests performed,21715.0,0.5,17809.0,0.41,0.053,19.0
481,482,2297801,819,52863.331,18.842,58.33,952.286,46.714,21.908,1.075,54498.0,25.0,1253.784,0.575,0.88,-14858.4,-5.83,-11.55,10794794.0,248.346,tests performed,13926.0,0.32,17817.0,0.41,0.053,18.7
482,483,2298478,677,52878.906,15.575,54.63,965.143,46.429,22.204,1.068,54517.0,19.0,1254.221,0.437,0.88,-14858.4,-5.83,-11.55,10806892.0,248.624,tests performed,12098.0,0.278,18268.0,0.42,0.053,18.9
483,484,2299059,581,52892.273,13.367,54.63,966.286,44.429,22.23,1.022,54531.0,14.0,1254.543,0.322,0.87,-14858.4,-5.83,-11.55,10817822.0,248.875,tests performed,10930.0,0.251,18132.0,0.417,0.053,18.8
484,485,2300101,1042,52916.245,23.972,54.63,954.286,40.286,21.954,0.927,54581.0,50.0,1255.693,1.15,0.9,89408.8,10.2,10.6,10840333.0,249.393,tests performed,22511.0,0.518,17594.0,0.405,0.054,18.4
485,486,2301221,1120,52942.012,25.767,54.63,936.0,39.714,21.534,0.914,54644.0,63.0,1257.143,1.449,0.93,-14858.4,-5.83,-11.55,10861246.0,249.874,tests performed,20913.0,0.481,17368.0,0.4,0.054,18.6
486,487,2302344,1123,52967.848,25.836,54.63,924.429,36.857,21.267,0.848,54687.0,43.0,1258.132,0.989,0.95,-14858.4,-5.83,-11.55,10881002.0,250.329,tests performed,19756.0,0.455,17407.0,0.4,0.053,18.8
487,488,2303485,1141,52994.097,26.25,54.63,929.0,37.429,21.373,0.861,54735.0,48.0,1259.236,1.104,0.98,-14858.4,-5.83,-11.55,10900947.0,250.788,tests performed,19945.0,0.459,17154.0,0.395,0.054,18.5
488,489,2304311,826,53013.1,19.003,54.63,930.0,37.143,21.396,0.855,54758.0,23.0,1259.765,0.529,0.99,-14858.4,-5.83,-11.55,10915176.0,251.115,tests performed,14229.0,0.327,17197.0,0.396,0.054,18.5
489,490,2305013,702,53029.251,16.15,50.93,933.571,38.143,21.478,0.878,54784.0,26.0,1260.364,0.598,1.0,-14858.4,-5.83,-11.55,10925065.0,251.343,tests performed,9889.0,0.228,16882.0,0.388,0.055,18.1
490,491,2306006,993,53052.096,22.845,50.93,992.429,40.571,22.832,0.933,54815.0,31.0,1261.077,0.713,1.0,-14858.4,-5.83,-11.55,10945216.0,251.806,tests performed,20151.0,0.464,18199.0,0.419,0.055,18.3
491,492,2307068,1062,53076.528,24.432,50.93,995.286,39.857,22.898,0.917,54860.0,45.0,1262.112,1.035,0.98,-14858.4,-5.83,-11.55,10965456.0,252.272,tests performed,20240.0,0.466,17875.0,0.411,0.056,18.0
492,493,2308142,1074,53101.237,24.709,50.93,988.714,35.714,22.746,0.822,54894.0,34.0,1262.894,0.782,0.97,-14858.4,-5.83,-11.55,10983401.0,252.685,tests performed,17945.0,0.413,17451.0,0.401,0.057,17.7
493,494,2309264,1122,53127.049,25.813,50.93,988.571,32.857,22.743,0.756,54917.0,23.0,1263.423,0.529,0.96,-14858.4,-5.83,-11.55,11001742.0,253.107,tests performed,18341.0,0.422,17249.0,0.397,0.057,17.4
494,495,2310246,982,53149.641,22.592,50.93,965.857,30.571,22.221,0.703,54949.0,32.0,1264.16,0.736,0.97,-14858.4,-5.83,-11.55,11020262.0,253.533,tests performed,18520.0,0.426,17045.0,0.392,0.057,17.6
495,496,2311025,779,53167.563,17.922,50.93,959.143,29.429,22.066,0.677,54964.0,15.0,1264.505,0.345,0.99,-14858.4,-5.83,-11.55,11033147.0,253.829,tests performed,12885.0,0.296,16853.0,0.388,0.057,17.6
496,497,2311690,665,53182.862,15.299,50.93,953.857,28.143,21.944,0.647,54981.0,17.0,1264.896,0.391,1.0,-14858.4,-5.83,-11.55,11042753.0,254.05,tests performed,9606.0,0.221,16813.0,0.387,0.057,17.6
497,498,2312662,972,53205.224,22.362,50.93,950.857,30.714,21.875,0.707,55030.0,49.0,1266.023,1.127,1.01,-14858.4,-5.83,-11.55,11063662.0,254.531,tests performed,20909.0,0.481,16921.0,0.389,0.056,17.8
498,499,2313705,1043,53229.219,23.995,50.93,948.143,29.429,21.813,0.677,55066.0,36.0,1266.851,0.828,1.02,-14858.4,-5.83,-11.55,11082234.0,254.958,tests performed,18572.0,0.427,16683.0,0.384,0.057,17.6
499,500,2314828,1123,53255.055,25.836,50.93,955.143,29.0,21.974,0.667,55097.0,31.0,1267.564,0.713,1.03,-14858.4,-5.83,-11.55,11101770.0,255.408,tests performed,19536.0,0.449,16910.0,0.389,0.056,17.7
500,501,2316081,1253,53283.882,28.827,50.93,973.857,29.571,22.405,0.68,55124.0,27.0,1268.186,0.621,1.04,-14858.4,-5.83,-11.55,11120046.0,255.828,tests performed,18276.0,0.42,16901.0,0.389,0.058,17.4
501,502,2317198,1117,53309.579,25.698,50.93,993.143,28.857,22.848,0.664,55151.0,27.0,1268.807,0.621,1.05,-14858.4,-5.83,-11.55,11138052.0,256.243,tests performed,18006.0,0.414,16827.0,0.387,0.059,16.9
502,503,2318035,837,53328.835,19.256,50.93,1001.429,29.429,23.039,0.677,55170.0,19.0,1269.244,0.437,1.06,-14858.4,-5.83,-11.55,11151481.0,256.552,tests performed,13429.0,0.309,16905.0,0.389,0.059,16.9
503,504,2318752,717,53345.331,16.495,50.93,1008.857,28.857,23.21,0.664,55183.0,13.0,1269.543,0.299,1.07,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,17750.0,0.408,0.057,17.6
504,505,2319886,1134,53371.42,26.089,50.93,1032.0,27.286,23.742,0.628,55221.0,38.0,1270.417,0.874,1.08,-14858.4,-5.83,-11.55,11182527.0,257.266,tests performed,18276.0,0.229,16981.0,0.391,0.061,16.5
505,506,2321081,1195,53398.912,27.492,50.93,1053.714,25.571,24.242,0.588,55245.0,24.0,1270.969,0.552,1.08,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,17055.0,0.392,0.062,16.2
506,507,2322340,1259,53427.877,28.965,50.93,1073.143,26.0,24.689,0.598,55279.0,34.0,1271.752,0.782,1.07,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,16993.0,0.391,0.063,15.8
507,508,2323638,1298,53457.738,29.862,50.93,1079.571,26.714,24.837,0.615,55311.0,32.0,1272.488,0.736,1.07,-14858.4,-5.83,-11.55,11239813.0,258.584,tests performed,18276.0,0.229,17110.0,0.394,0.063,15.8
508,509,2324935,1297,53487.577,29.839,50.93,1105.286,28.0,25.428,0.644,55347.0,36.0,1273.316,0.828,1.07,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,16732.0,0.385,0.066,15.1
509,510,2325776,841,53506.925,19.348,50.93,1105.857,28.429,25.441,0.654,55369.0,22.0,1273.822,0.506,1.08,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,17009.0,0.391,0.065,15.4
510,511,2326550,774,53524.732,17.807,50.93,1114.0,28.286,25.629,0.651,55381.0,12.0,1274.098,0.276,1.09,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,16986.0,0.391,0.066,15.2
511,512,2327777,1227,53552.96,28.228,50.93,1127.286,28.429,25.934,0.654,55420.0,39.0,1274.995,0.897,1.1,-14858.4,-5.83,-11.55,11301274.0,259.998,tests performed,18276.0,0.229,16964.0,0.39,0.066,15.0
512,513,2329044,1267,53582.109,29.149,50.93,1137.571,29.143,26.171,0.67,55449.0,29.0,1275.663,0.667,1.1,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,17077.0,0.393,0.067,15.0
513,514,2330440,1396,53614.226,32.116,50.93,1157.143,30.0,26.621,0.69,55489.0,40.0,1276.583,0.92,1.1,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,17189.0,0.395,0.067,14.9
514,515,2331950,1510,53648.965,34.739,50.93,1187.429,30.0,27.318,0.69,55521.0,32.0,1277.319,0.736,1.1,-14858.4,-5.83,-11.55,11360926.0,261.37,tests performed,18276.0,0.229,17302.0,0.398,0.069,14.6
515,516,2333409,1459,53682.531,33.566,50.93,1210.571,29.857,27.85,0.687,55556.0,35.0,1278.124,0.805,1.11,90918.6,9.86,3.33,20608.0,0.474,tests performed,18276.0,0.229,17364.0,0.399,0.07,14.3
516,517,2334433,1024,53706.089,23.558,50.93,1236.714,29.714,28.452,0.684,55577.0,21.0,1278.607,0.483,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,17426.0,0.401,0.071,14.1
517,518,2335237,804,53724.586,18.497,50.93,1241.0,30.714,28.551,0.707,55596.0,19.0,1279.045,0.437,1.12,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,17489.0,0.402,0.071,14.1
518,519,2336603,1366,53756.012,31.426,50.93,1260.857,31.857,29.007,0.733,55643.0,47.0,1280.126,1.081,1.13,-14858.4,-5.83,-11.55,11424130.0,262.824,tests performed,18276.0,0.229,17551.0,0.404,0.072,13.9
519,520,2338123,1520,53790.981,34.969,50.93,1297.0,36.857,29.839,0.848,55707.0,64.0,1281.598,1.472,1.13,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,17730.0,0.408,0.073,13.7
520,521,2339731,1608,53827.975,36.994,50.93,1327.286,38.0,30.536,0.874,55755.0,48.0,1282.702,1.104,1.12,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,17909.0,0.412,0.074,13.5
521,522,2341399,1668,53866.349,38.374,50.93,1349.857,38.714,31.055,0.891,55792.0,37.0,1283.554,0.851,1.11,-14858.4,-5.83,-11.55,11487542.0,264.283,tests performed,18276.0,0.229,18088.0,0.416,0.075,13.4
522,523,2343046,1647,53904.24,37.891,50.93,1376.714,40.0,31.673,0.92,55836.0,44.0,1284.566,1.012,1.11,-14858.4,-5.83,-11.55,11509815.0,264.795,tests performed,22273.0,0.512,19013.0,0.437,0.072,13.8
523,524,2344260,1214,53932.169,27.929,50.93,1403.857,41.429,32.297,0.953,55867.0,31.0,1285.279,0.713,1.12,-14858.4,-5.83,-11.55,11528091.0,265.216,tests performed,18276.0,0.42,19366.0,0.446,0.072,13.8
524,525,2345166,906,53953.013,20.843,50.93,1418.429,42.0,32.632,0.966,55890.0,23.0,1285.808,0.529,1.12,-14858.4,-5.83,-11.55,11537474.0,265.432,tests performed,9383.0,0.216,18449.0,0.424,0.077,13.0
525,526,2346560,1394,53985.083,32.07,50.93,1422.429,42.0,32.724,0.966,55937.0,47.0,1286.89,1.081,1.13,-14858.4,-5.83,-11.55,11559179.0,265.931,tests performed,21705.0,0.499,19293.0,0.444,0.074,13.6
526,527,2348295,1735,54024.999,39.916,50.93,1453.143,38.571,33.431,0.887,55977.0,40.0,1287.81,0.92,1.13,-14858.4,-5.83,-11.55,11582812.0,266.475,tests performed,23633.0,0.544,19649.0,0.452,0.074,13.5
527,528,2350163,1868,54067.974,42.975,50.93,1490.286,38.0,34.286,0.874,56021.0,44.0,1288.822,1.012,1.13,-14858.4,-5.83,-11.55,11604861.0,266.982,tests performed,22049.0,0.507,19779.0,0.455,0.075,13.3
528,529,2352042,1879,54111.202,43.228,50.93,1520.429,41.857,34.979,0.963,56085.0,64.0,1290.294,1.472,1.12,-14858.4,-5.83,-11.55,11627179.0,267.495,tests performed,22318.0,0.513,19948.0,0.459,0.076,13.1
529,530,2354008,1966,54156.432,45.23,50.93,1566.0,41.429,36.027,0.953,56126.0,41.0,1291.238,0.943,1.12,-14858.4,-5.83,-11.55,11652141.0,268.07,tests performed,24962.0,0.574,20332.0,0.468,0.077,13.0
530,531,2355317,1309,54186.547,30.115,50.93,1579.571,41.714,36.34,0.96,56159.0,33.0,1291.997,0.759,1.12,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,19961.0,0.459,0.079,12.6
531,532,2356345,1028,54210.197,23.65,50.93,1597.0,42.857,36.741,0.986,56190.0,31.0,1292.71,0.713,1.13,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,20861.0,0.48,0.077,13.1
532,533,2357844,1499,54244.683,34.486,50.93,1612.0,42.857,37.086,0.986,56237.0,47.0,1293.791,1.081,1.14,-14858.4,-5.83,-11.55,11699182.0,269.152,tests performed,18276.0,0.229,20000.0,0.46,0.081,12.4
533,534,2359893,2049,54291.823,47.139,50.93,1656.857,45.714,38.118,1.052,56297.0,60.0,1295.172,1.38,1.15,-14858.4,-5.83,-11.55,11726235.0,269.774,tests performed,27053.0,0.622,20489.0,0.471,0.081,12.4
534,535,2362052,2159,54341.493,49.67,50.93,1698.429,47.286,39.074,1.088,56352.0,55.0,1296.437,1.265,1.13,-14858.4,-5.83,-11.55,11749847.0,270.318,tests performed,23612.0,0.543,20712.0,0.477,0.082,12.2
535,536,2364242,2190,54391.876,50.383,50.93,1742.857,44.857,40.096,1.032,56399.0,47.0,1297.518,1.081,1.12,-14858.4,-5.83,-11.55,11773325.0,270.858,tests performed,23478.0,0.54,20878.0,0.48,0.083,12.0
536,537,2366560,2318,54445.204,53.328,50.93,1793.143,47.286,41.253,1.088,56457.0,58.0,1298.853,1.334,1.11,-14858.4,-5.83,-11.55,11800769.0,271.489,tests performed,27444.0,0.631,21233.0,0.488,0.084,11.8
537,538,2368150,1590,54481.784,36.58,50.93,1833.286,48.429,42.177,1.114,56498.0,41.0,1299.796,0.943,1.1,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,20885.0,0.48,0.088,11.4
538,539,2369339,1189,54509.138,27.354,50.93,1856.286,48.0,42.706,1.104,56526.0,28.0,1300.44,0.644,1.07,-14858.4,-5.83,-11.55,11827261.0,272.099,tests performed,18276.0,0.229,20537.0,0.472,0.09,11.1
