,date,total_cases,new_cases,total_cases_per_million,new_cases_per_million,stringency_index,new_cases_smoothed,new_deaths_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,total_deaths,new_deaths,total_deaths_per_million,new_deaths_per_million,reproduction_rate,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,total_tests,total_tests_per_thousand,tests_units,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case
0,1,1,1,0.023,0.023,11.11,0.0,0.286,0.0,0.007,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
1,2,1,0,0.023,0.0,11.11,0.0,0.286,0.0,0.007,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
2,3,1,0,0.023,0.0,11.11,0.0,0.286,0.0,0.007,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
3,4,1,0,0.023,0.0,11.11,0.0,0.286,0.0,0.007,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
4,5,1,0,0.023,0.0,11.11,0.0,0.286,0.0,0.007,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
5,6,1,0,0.023,0.0,11.11,0.143,0.0,0.003,0.0,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
6,7,1,0,0.023,0.0,11.11,0.143,0.0,0.003,0.0,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
7,8,1,0,0.023,0.0,11.11,0.0,0.0,0.0,0.0,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
8,9,1,0,0.023,0.0,11.11,0.0,0.0,0.0,0.0,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
9,10,1,0,0.023,0.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
10,11,3,2,0.069,0.046,50.0,0.286,0.143,0.007,0.003,1.0,1.0,0.023,0.023,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
11,12,3,0,0.069,0.0,50.0,0.286,0.143,0.007,0.003,1.0,0.0,0.023,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
12,13,3,0,0.069,0.0,50.0,0.286,0.143,0.007,0.003,1.0,0.0,0.023,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
13,14,7,4,0.161,0.092,64.81,0.857,0.143,0.02,0.003,1.0,0.0,0.023,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
14,15,14,7,0.322,0.161,77.78,1.857,0.286,0.043,0.007,2.0,1.0,0.046,0.023,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
15,16,14,0,0.322,0.0,88.89,1.857,0.286,0.043,0.007,2.0,0.0,0.046,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
16,17,16,2,0.368,0.046,88.89,2.143,0.286,0.049,0.007,2.0,0.0,0.046,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
17,18,29,13,0.667,0.299,88.89,3.714,0.286,0.085,0.007,3.0,1.0,0.069,0.023,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
18,19,47,18,1.081,0.414,88.89,6.286,0.286,0.145,0.007,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
19,20,73,26,1.679,0.598,88.89,10.0,0.286,0.23,0.007,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
20,21,73,0,1.679,0.0,88.89,9.429,0.286,0.217,0.007,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
21,22,97,24,2.232,0.552,88.89,11.857,0.143,0.273,0.003,3.0,0.0,0.069,0.0,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
22,23,145,48,3.336,1.104,88.89,18.714,0.429,0.431,0.01,5.0,2.0,0.115,0.046,1.11,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
23,24,196,51,4.509,1.173,88.89,25.714,0.429,0.592,0.01,5.0,0.0,0.115,0.0,2.6,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
24,25,310,114,7.132,2.623,88.89,40.143,0.286,0.924,0.007,5.0,0.0,0.115,0.0,2.58,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
25,26,356,46,8.19,1.058,88.89,44.143,0.857,1.016,0.02,9.0,4.0,0.207,0.092,2.43,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
26,27,475,119,10.928,2.738,88.89,57.429,1.0,1.321,0.023,10.0,1.0,0.23,0.023,2.37,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
27,28,548,73,12.607,1.679,88.89,67.857,1.429,1.561,0.033,13.0,3.0,0.299,0.069,2.23,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
28,29,645,97,14.839,2.232,88.89,78.286,2.0,1.801,0.046,17.0,4.0,0.391,0.092,2.08,-6728.0,-4.32,-6.17,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
29,30,794,149,18.267,3.428,88.89,92.714,2.143,2.133,0.049,20.0,3.0,0.46,0.069,1.93,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
30,31,897,103,20.636,2.37,88.89,100.143,2.429,2.304,0.056,22.0,2.0,0.506,0.046,1.78,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
31,32,1072,175,24.662,4.026,88.89,108.857,3.143,2.504,0.072,27.0,5.0,0.621,0.115,1.66,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
32,33,1225,153,28.182,3.52,88.89,124.143,3.286,2.856,0.076,32.0,5.0,0.736,0.115,1.6,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
33,34,1308,83,30.092,1.91,88.89,119.0,3.857,2.738,0.089,37.0,5.0,0.851,0.115,1.49,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
34,35,1319,11,30.345,0.253,88.89,110.143,3.571,2.534,0.082,38.0,1.0,0.874,0.023,1.49,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
35,36,1462,143,33.635,3.29,88.89,116.714,4.0,2.685,0.092,45.0,7.0,1.035,0.161,1.62,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
36,37,1668,206,38.374,4.739,88.89,124.857,4.571,2.872,0.105,52.0,7.0,1.196,0.161,1.72,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
37,38,1892,224,43.527,5.153,88.89,142.143,5.0,3.27,0.115,57.0,5.0,1.311,0.115,1.79,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
38,39,2203,311,50.682,7.155,88.89,161.571,6.0,3.717,0.138,69.0,12.0,1.587,0.276,1.82,-14858.4,-5.83,-11.55,23522.0,0.541,tests performed,2914.0,0.067,10551.0,0.395,0.081,3.0
39,40,2511,308,57.768,7.086,88.89,183.714,5.857,4.227,0.135,73.0,4.0,1.679,0.092,1.83,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
40,41,2777,266,63.888,6.12,88.89,209.857,6.571,4.828,0.151,83.0,10.0,1.91,0.23,1.8,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
41,42,3102,325,71.365,7.477,88.89,254.714,7.857,5.86,0.181,93.0,10.0,2.14,0.23,1.78,-14858.4,-5.83,-11.55,35153.0,0.809,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
42,43,3372,270,77.576,6.212,88.89,272.857,7.571,6.277,0.174,98.0,5.0,2.255,0.115,1.68,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
43,44,3764,392,86.595,9.018,88.89,299.429,8.0,6.889,0.184,108.0,10.0,2.485,0.23,1.61,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10551.0,0.395,0.081,3.0
44,45,4161,397,95.728,9.133,88.89,324.143,8.429,7.457,0.194,116.0,8.0,2.669,0.184,1.54,-14858.4,-5.83,-11.55,42823.0,0.985,tests performed,18276.0,0.229,3174.0,0.073,0.102,9.8
45,46,4662,501,107.254,11.526,88.89,351.286,8.0,8.082,0.184,125.0,9.0,2.876,0.207,1.49,-14858.4,-5.83,-11.55,47096.0,1.083,tests performed,4273.0,0.098,3368.0,0.077,0.104,9.6
46,47,5106,444,117.469,10.215,88.89,370.714,8.571,8.529,0.197,133.0,8.0,3.06,0.184,1.44,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,3529.0,0.081,0.105,9.5
47,48,5449,343,125.36,7.891,88.89,381.714,8.286,8.782,0.191,141.0,8.0,3.244,0.184,1.38,-14858.4,-5.83,-11.55,57111.0,1.314,tests performed,18276.0,0.229,3691.0,0.085,0.103,9.7
48,49,5710,261,131.365,6.005,88.89,372.571,8.286,8.571,0.191,151.0,10.0,3.474,0.23,1.35,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,3679.0,0.085,0.101,9.9
49,50,6125,415,140.912,9.548,88.89,393.286,9.0,9.048,0.207,161.0,10.0,3.704,0.23,1.34,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,3856.0,0.089,0.102,9.8
50,51,6592,467,151.656,10.744,88.89,404.0,9.429,9.294,0.217,174.0,13.0,4.003,0.299,1.31,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,4033.0,0.093,0.1,10.0
51,52,7170,578,164.953,13.297,88.89,429.857,10.143,9.889,0.233,187.0,13.0,4.302,0.299,1.28,-14858.4,-5.83,-11.55,72296.0,1.663,tests performed,18276.0,0.229,4210.0,0.097,0.102,9.8
52,53,7647,477,175.927,10.974,88.89,426.429,10.857,9.81,0.25,201.0,14.0,4.624,0.322,1.23,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,4413.0,0.102,0.097,10.3
53,54,8125,478,186.924,10.997,88.89,431.286,9.714,9.922,0.223,201.0,0.0,4.624,0.0,1.21,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,4511.0,0.104,0.096,10.5
54,55,8617,492,198.243,11.319,88.89,452.571,9.714,10.412,0.223,209.0,8.0,4.808,0.184,1.21,-14858.4,-5.83,-11.55,89373.0,2.056,tests performed,18276.0,0.229,4609.0,0.106,0.098,10.2
55,56,9009,392,207.262,9.018,88.89,471.286,9.857,10.842,0.227,220.0,11.0,5.061,0.253,1.18,-14858.4,-5.83,-11.55,93519.0,2.152,tests performed,4146.0,0.095,4659.0,0.107,0.101,9.9
56,57,9410,401,216.487,9.225,88.89,469.286,11.143,10.796,0.256,239.0,19.0,5.498,0.437,1.15,-14858.4,-5.83,-11.55,98719.0,2.271,tests performed,5200.0,0.12,4859.0,0.112,0.097,10.4
57,58,9866,456,226.978,10.491,88.89,467.714,10.857,10.76,0.25,250.0,11.0,5.752,0.253,1.11,-14858.4,-5.83,-11.55,104544.0,2.405,tests performed,5825.0,0.134,5149.0,0.118,0.091,11.0
58,59,10406,540,239.401,12.423,88.89,462.286,10.571,10.635,0.243,261.0,11.0,6.005,0.253,1.09,-9025.8,-4.42,-4.74,111859.0,2.573,tests performed,7315.0,0.168,5652.0,0.13,0.082,12.2
59,60,10861,455,249.869,10.468,88.89,459.143,10.143,10.563,0.233,272.0,11.0,6.258,0.253,1.07,-14858.4,-5.83,-11.55,118545.0,2.727,tests performed,6686.0,0.154,5794.0,0.133,0.079,12.6
60,61,11411,550,262.522,12.653,88.89,469.429,11.143,10.8,0.256,279.0,7.0,6.419,0.161,1.08,-14858.4,-5.83,-11.55,122752.0,2.824,tests performed,4207.0,0.097,5582.0,0.128,0.084,11.9
61,62,11913,502,274.071,11.549,88.89,470.857,11.286,10.833,0.26,288.0,9.0,6.626,0.207,1.09,-14858.4,-5.83,-11.55,129723.0,2.984,tests performed,6971.0,0.16,5764.0,0.133,0.082,12.2
62,63,12331,418,283.688,9.617,88.89,474.571,11.857,10.918,0.273,303.0,15.0,6.971,0.345,1.08,-14858.4,-5.83,-11.55,134592.0,3.096,tests performed,4869.0,0.112,5868.0,0.135,0.081,12.4
63,64,12697,366,292.108,8.42,88.89,469.571,11.0,10.803,0.253,316.0,13.0,7.27,0.299,1.05,-14858.4,-5.83,-11.55,139759.0,3.215,tests performed,5167.0,0.119,5863.0,0.135,0.08,12.5
64,65,13184,487,303.312,11.204,88.89,474.0,11.0,10.905,0.253,327.0,11.0,7.523,0.253,1.04,-14858.4,-5.83,-11.55,144283.0,3.319,tests performed,4524.0,0.104,5677.0,0.131,0.083,12.0
65,66,13691,507,314.976,11.664,88.89,469.286,11.286,10.796,0.26,340.0,13.0,7.822,0.299,1.02,-14858.4,-5.83,-11.55,151569.0,3.487,tests performed,7286.0,0.168,5673.0,0.131,0.083,12.1
66,67,14195,504,326.571,11.595,88.89,476.286,12.714,10.957,0.293,361.0,21.0,8.305,0.483,1.02,-14858.4,-5.83,-11.55,159155.0,3.662,tests performed,7586.0,0.175,5801.0,0.133,0.082,12.2
67,68,14710,515,338.419,11.848,88.89,471.286,13.857,10.842,0.319,376.0,15.0,8.65,0.345,1.02,-14858.4,-5.83,-11.55,167107.0,3.844,tests performed,7952.0,0.183,6336.0,0.146,0.074,13.4
68,69,15232,522,350.428,12.009,88.89,474.143,14.714,10.908,0.339,391.0,15.0,8.995,0.345,1.02,-14858.4,-5.83,-11.55,176403.0,4.058,tests performed,9296.0,0.214,6669.0,0.153,0.071,14.1
69,70,15648,416,359.999,9.571,88.89,473.857,15.0,10.902,0.345,408.0,17.0,9.386,0.391,1.01,-14858.4,-5.83,-11.55,181552.0,4.177,tests performed,5149.0,0.118,6709.0,0.154,0.071,14.2
70,71,16023,375,368.626,8.627,88.89,475.143,15.571,10.931,0.358,425.0,17.0,9.778,0.391,0.98,-14858.4,-5.83,-11.55,187307.0,4.309,tests performed,5755.0,0.132,6793.0,0.156,0.07,14.3
71,72,16425,402,377.874,9.248,88.89,463.0,16.0,10.652,0.368,439.0,14.0,10.1,0.322,0.95,-14858.4,-5.83,-11.55,192247.0,4.423,tests performed,4940.0,0.114,6852.0,0.158,0.068,14.8
72,73,16847,422,387.583,9.709,88.89,450.857,16.571,10.372,0.381,456.0,17.0,10.491,0.391,0.93,-14858.4,-5.83,-11.55,202495.0,4.659,tests performed,10248.0,0.236,7275.0,0.167,0.062,16.1
73,74,17330,483,398.695,11.112,88.89,447.857,16.429,10.303,0.378,476.0,20.0,10.951,0.46,0.94,-14858.4,-5.83,-11.55,211614.0,4.868,tests performed,9119.0,0.21,7494.0,0.172,0.06,16.7
74,75,17858,528,410.842,12.147,88.89,449.714,17.286,10.346,0.398,497.0,21.0,11.434,0.483,0.95,-14858.4,-5.83,-11.55,220638.0,5.076,tests performed,9024.0,0.208,7647.0,0.176,0.059,17.0
75,76,18291,433,420.804,9.962,88.89,437.0,17.571,10.054,0.404,514.0,17.0,11.825,0.391,0.93,-14858.4,-5.83,-11.55,227801.0,5.241,tests performed,7163.0,0.165,7343.0,0.169,0.06,16.8
76,77,18616,325,428.281,7.477,88.89,424.0,18.143,9.755,0.417,535.0,21.0,12.308,0.483,0.91,-14858.4,-5.83,-11.55,232899.0,5.358,tests performed,5098.0,0.117,7335.0,0.169,0.058,17.3
77,78,18876,260,434.262,5.982,88.89,407.571,17.571,9.377,0.404,548.0,13.0,12.607,0.299,0.91,-14858.4,-5.83,-11.55,239961.0,5.521,tests performed,7062.0,0.162,7522.0,0.173,0.054,18.5
78,79,19230,354,442.406,8.144,88.89,400.714,17.857,9.219,0.411,564.0,16.0,12.975,0.368,0.92,-14858.4,-5.83,-11.55,248529.0,5.718,tests performed,8568.0,0.197,8040.0,0.185,0.05,20.1
79,80,19706,476,453.357,10.951,88.89,408.429,17.571,9.396,0.404,579.0,15.0,13.321,0.345,0.93,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,7909.0,0.182,0.052,19.4
80,81,20148,442,463.526,10.169,83.33,402.571,16.0,9.262,0.368,588.0,9.0,13.528,0.207,0.94,-14858.4,-5.83,-11.55,267185.0,6.147,tests performed,18276.0,0.229,7939.0,0.183,0.051,19.7
81,82,20580,432,473.465,9.939,83.33,388.857,15.429,8.946,0.355,605.0,17.0,13.919,0.391,0.94,-14858.4,-5.83,-11.55,277712.0,6.389,tests performed,10527.0,0.242,8153.0,0.188,0.048,21.0
82,83,20986,406,482.805,9.34,83.33,385.0,14.714,8.857,0.339,617.0,12.0,14.195,0.276,0.94,-14858.4,-5.83,-11.55,285626.0,6.571,tests performed,7914.0,0.182,8261.0,0.19,0.047,21.5
83,84,21245,259,488.764,5.959,83.33,375.571,12.571,8.64,0.289,623.0,6.0,14.333,0.138,0.93,-14858.4,-5.83,-11.55,291868.0,6.715,tests performed,6242.0,0.144,8424.0,0.194,0.045,22.4
84,85,21584,339,496.563,7.799,83.33,386.857,13.714,8.9,0.316,644.0,21.0,14.816,0.483,0.98,-14858.4,-5.83,-11.55,301736.0,6.942,tests performed,9868.0,0.227,8825.0,0.203,0.044,22.8
85,86,21905,321,503.948,7.385,83.33,382.143,13.429,8.792,0.309,658.0,14.0,15.138,0.322,1.0,-14858.4,-5.83,-11.55,312532.0,7.19,tests performed,10796.0,0.248,9143.0,0.21,0.042,23.9
86,87,22382,477,514.921,10.974,83.33,382.286,12.857,8.795,0.296,669.0,11.0,15.391,0.253,1.03,-14858.4,-5.83,-11.55,322746.0,7.425,tests performed,10214.0,0.235,9270.0,0.213,0.041,24.2
87,88,22811,429,524.791,9.87,83.33,380.429,13.0,8.752,0.299,679.0,10.0,15.621,0.23,1.07,-14858.4,-5.83,-11.55,337318.0,7.76,tests performed,14572.0,0.335,10019.0,0.23,0.038,26.3
88,89,23204,393,533.832,9.041,83.33,374.857,13.0,8.624,0.299,696.0,17.0,16.012,0.391,1.13,-14858.4,-5.83,-11.55,348279.0,8.013,tests performed,10961.0,0.252,10081.0,0.232,0.037,26.9
89,90,23672,468,544.599,10.767,83.33,383.714,13.0,8.828,0.299,708.0,12.0,16.288,0.276,1.21,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,9515.0,0.219,0.04,24.8
90,91,24562,890,565.075,20.475,76.39,473.857,14.429,10.902,0.332,724.0,16.0,16.656,0.368,1.29,-14858.4,-5.83,-11.55,356187.0,8.194,tests performed,18276.0,0.229,9188.0,0.211,0.052,19.4
91,92,24895,333,572.736,7.661,76.39,473.0,12.714,10.882,0.293,733.0,9.0,16.863,0.207,1.22,-14858.4,-5.83,-11.55,371668.0,8.551,tests performed,15481.0,0.356,9990.0,0.23,0.047,21.1
92,93,25385,490,584.009,11.273,76.39,497.143,12.0,11.437,0.276,742.0,9.0,17.07,0.207,1.17,-14858.4,-5.83,-11.55,381552.0,8.778,tests performed,9884.0,0.227,9860.0,0.227,0.05,19.8
93,94,25981,596,597.72,13.712,76.39,514.143,12.286,11.828,0.283,755.0,13.0,17.37,0.299,1.14,-14858.4,-5.83,-11.55,392316.0,9.026,tests performed,10764.0,0.248,9939.0,0.229,0.052,19.3
94,95,26542,561,610.627,12.906,76.39,533.0,13.0,12.262,0.299,770.0,15.0,17.715,0.345,1.11,-14858.4,-5.83,-11.55,403551.0,9.284,tests performed,11235.0,0.258,9462.0,0.218,0.056,17.8
95,96,27101,559,623.487,12.86,76.39,556.714,12.714,12.808,0.293,785.0,15.0,18.06,0.345,1.1,-14858.4,-5.83,-11.55,414542.0,9.537,tests performed,10991.0,0.253,9466.0,0.218,0.059,17.0
96,97,27599,498,634.944,11.457,76.39,561.0,12.571,12.906,0.289,796.0,11.0,18.313,0.253,1.09,-14858.4,-5.83,-11.55,424046.0,9.756,tests performed,9504.0,0.219,10259.0,0.236,0.055,18.3
97,98,28077,478,645.941,10.997,76.39,502.143,11.571,11.552,0.266,805.0,9.0,18.52,0.207,1.08,-14858.4,-5.83,-11.55,431085.0,9.918,tests performed,7039.0,0.162,10700.0,0.246,0.047,21.3
98,99,28479,402,655.189,9.248,76.39,512.0,12.143,11.779,0.279,818.0,13.0,18.819,0.299,1.11,-14858.4,-5.83,-11.55,437444.0,10.064,tests performed,6359.0,0.146,9397.0,0.216,0.054,18.4
99,100,29015,536,667.521,12.331,76.39,518.571,14.143,11.93,0.325,841.0,23.0,19.348,0.529,1.15,-14858.4,-5.83,-11.55,445940.0,10.259,tests performed,8496.0,0.195,9198.0,0.212,0.056,17.7
100,101,29706,691,683.418,15.897,76.39,532.143,15.571,12.243,0.358,864.0,23.0,19.877,0.529,1.18,-14858.4,-5.83,-11.55,456509.0,10.502,tests performed,10569.0,0.243,9170.0,0.211,0.058,17.2
101,102,30415,709,699.729,16.311,76.39,553.286,15.714,12.729,0.362,880.0,16.0,20.245,0.368,1.21,-14858.4,-5.83,-11.55,468172.0,10.771,tests performed,11663.0,0.268,9232.0,0.212,0.06,16.7
102,103,31177,762,717.26,17.531,76.39,582.286,15.0,13.396,0.345,890.0,10.0,20.475,0.23,1.23,-14858.4,-5.83,-11.55,479111.0,11.022,tests performed,10939.0,0.252,9224.0,0.212,0.063,15.8
103,104,31851,674,732.766,15.506,76.39,607.429,14.714,13.975,0.339,899.0,9.0,20.682,0.207,1.24,-14858.4,-5.83,-11.55,489334.0,11.258,tests performed,10223.0,0.235,9327.0,0.215,0.065,15.4
104,105,32536,685,748.525,15.759,68.06,637.0,15.143,14.655,0.348,911.0,12.0,20.959,0.276,1.24,-14858.4,-5.83,-11.55,497284.0,11.441,tests performed,7950.0,0.183,9457.0,0.218,0.067,14.8
105,106,33209,673,764.008,15.483,68.06,675.714,14.857,15.546,0.342,922.0,11.0,21.212,0.253,1.24,-14858.4,-5.83,-11.55,507251.0,11.67,tests performed,9967.0,0.229,9972.0,0.229,0.068,14.8
106,107,33986,777,781.884,17.876,68.06,710.143,16.0,16.338,0.368,953.0,31.0,21.925,0.713,1.23,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,10415.0,0.24,0.068,14.7
107,108,34833,847,801.37,19.486,68.06,732.429,16.0,16.85,0.368,976.0,23.0,22.454,0.529,1.21,-14858.4,-5.83,-11.55,530442.0,12.203,tests performed,18276.0,0.229,10562.0,0.243,0.069,14.4
108,109,35755,922,822.581,21.212,68.06,762.857,16.429,17.55,0.378,995.0,19.0,22.891,0.437,1.2,-14858.4,-5.83,-11.55,542247.0,12.475,tests performed,11805.0,0.272,10582.0,0.243,0.072,13.9
109,110,36615,860,842.367,19.785,68.06,776.857,16.286,17.872,0.375,1004.0,9.0,23.098,0.207,1.18,-14858.4,-5.83,-11.55,553737.0,12.739,tests performed,11490.0,0.264,10661.0,0.245,0.073,13.7
110,111,37361,746,859.529,17.163,68.06,787.143,16.143,18.109,0.371,1012.0,8.0,23.282,0.184,1.17,-14858.4,-5.83,-11.55,563194.0,12.957,tests performed,9457.0,0.218,10551.0,0.243,0.075,13.4
111,112,38056,695,875.518,15.989,41.67,788.571,15.857,18.142,0.365,1022.0,10.0,23.512,0.23,1.18,-14858.4,-5.83,-11.55,569589.0,13.104,tests performed,6395.0,0.147,10329.0,0.238,0.076,13.1
112,113,38901,845,894.958,19.44,41.67,813.143,17.571,18.707,0.404,1045.0,23.0,24.041,0.529,1.19,-14858.4,-5.83,-11.55,580814.0,13.362,tests performed,11225.0,0.258,10509.0,0.242,0.077,12.9
113,114,39852,951,916.837,21.879,41.67,838.0,15.429,19.279,0.355,1061.0,16.0,24.409,0.368,1.19,-14858.4,-5.83,-11.55,594002.0,13.666,tests performed,13188.0,0.303,10736.0,0.247,0.078,12.8
114,115,40854,1002,939.889,23.052,41.67,860.143,14.571,19.788,0.335,1078.0,17.0,24.801,0.391,1.17,-14858.4,-5.83,-11.55,606766.0,13.959,tests performed,12764.0,0.294,10903.0,0.251,0.079,12.7
115,116,41975,1121,965.679,25.79,41.67,888.571,14.571,20.443,0.335,1097.0,19.0,25.238,0.437,1.14,-14858.4,-5.83,-11.55,20608.0,0.474,tests performed,18276.0,0.229,11017.0,0.253,0.081,12.4
116,117,42932,957,987.696,22.017,41.67,902.429,16.714,20.761,0.385,1121.0,24.0,25.79,0.552,1.1,-14858.4,-5.83,-11.55,631966.0,14.539,tests performed,18276.0,0.229,11176.0,0.257,0.081,12.4
117,118,43856,924,1008.953,21.258,41.67,927.857,18.571,21.346,0.427,1142.0,21.0,26.273,0.483,1.06,-14858.4,-5.83,-11.55,641911.0,14.768,tests performed,9945.0,0.229,11245.0,0.259,0.083,12.1
118,119,44538,682,1024.644,15.69,41.67,926.0,19.857,21.304,0.457,1161.0,19.0,26.71,0.437,1.02,-14858.4,-5.83,-11.55,649150.0,14.934,tests performed,7239.0,0.167,11366.0,0.261,0.081,12.3
119,120,45254,716,1041.116,16.472,41.67,907.571,18.286,20.88,0.421,1173.0,12.0,26.986,0.276,0.99,-12190.0,-4.07,6.01,656122.0,15.095,tests performed,6972.0,0.16,10758.0,0.247,0.084,11.9
120,121,45924,670,1056.53,15.414,41.67,867.429,18.143,19.956,0.417,1188.0,15.0,27.331,0.345,0.96,-14858.4,-5.83,-11.55,666147.0,15.325,tests performed,10025.0,0.231,10306.0,0.237,0.084,11.9
