date,total_cases,new_cases,total_cases_per_million,new_cases_per_million,stringency_index,new_cases_smoothed,new_deaths_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,total_deaths,new_deaths,total_deaths_per_million,new_deaths_per_million,reproduction_rate,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,total_tests,total_tests_per_thousand,tests_units,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case
2021-04-20,2015257,9060,46363.109,208.435,69.44,12861.857,378.857,295.901,8.716,42129,374,969.222,8.604,0.9,,,,8996039,206.963,tests performed,37557,0.864,39948,0.919,0.322,3.1
2021-04-21,2027544,12287,46645.784,282.675,70.83,12520.429,373.571,288.046,8.594,42565,436,979.253,10.031,0.9,,,,9042785,208.039,tests performed,46746,1.075,38862,0.894,0.322,3.1
2021-04-22,2043901,16357,47022.094,376.31,70.83,12492.429,378.857,287.401,8.716,43041,476,990.204,10.951,0.89,,,,9089301,209.109,tests performed,46516,1.07,38172,0.878,0.327,3.1
2021-04-23,2058301,14400,47353.381,331.287,70.83,12035,378.714,276.878,8.713,43483,442,1000.372,10.169,0.86,,,,9130606,210.059,tests performed,41305,0.95,37298,0.858,0.323,3.1
2021-04-24,2071142,12841,47648.802,295.421,70.83,11711.714,372.286,269.44,8.565,43884,401,1009.598,9.225,0.84,,,,9214479,211.989,tests performed,83873,1.93,45044,1.036,0.26,3.8
2021-04-25,2079200,8058,47834.185,185.383,70.83,11376.143,369.571,261.72,8.502,44121,237,1015.05,5.452,0.83,,,,9240911,212.597,tests performed,26432,0.608,44583,1.026,0.255,3.9
2021-04-26,2084384,5184,47953.448,119.263,70.83,11169.571,366.857,256.968,8.44,44323,202,1019.697,4.647,0.82,,,,9256290,212.951,tests performed,15379,0.354,42544,0.979,0.263,3.8
2021-04-27,2092421,8037,48138.348,184.9,70.83,11023.429,376.286,253.606,8.657,44763,440,1029.82,10.123,0.82,,,,9292051,213.773,tests performed,35761,0.823,42287,0.973,0.261,3.8
2021-04-28,2102130,9709,48361.714,223.366,70.83,10655.143,378,245.133,8.696,45211,448,1040.127,10.307,0.8,,,,9335892,214.782,tests performed,43841,1.009,41872,0.963,0.254,3.9
2021-04-29,2113880,11750,48632.035,270.321,70.83,9997,366.571,229.992,8.433,45607,396,1049.237,9.11,0.76,,,,9377391,215.737,tests performed,41499,0.955,41156,0.947,0.243,4.1
2021-04-30,2124070,10190,48866.466,234.432,70.83,9395.571,348.571,216.155,8.019,45923,316,1056.507,7.27,0.71,77926,9.97,41.43,9418779,216.689,tests performed,41388,0.952,41168,0.947,0.228,4.4
2021-05-01,2132742,8672,49065.975,199.508,70.83,8800,342.429,202.453,7.878,46281,358,1064.743,8.236,0.68,,,,9456234,217.551,tests performed,37455,0.862,34536,0.795,0.255,3.9
2021-05-02,2137959,5217,49185.998,120.023,76.39,8394.143,332.286,193.116,7.645,46447,166,1068.562,3.819,0.67,,,,9477843,218.048,tests performed,21609,0.497,33847,0.779,0.248,4
2021-05-03,2140838,2879,49252.232,66.234,76.39,8064.857,326.286,185.541,7.507,46607,160,1072.243,3.681,0.65,,,,9487141,218.262,tests performed,9298,0.214,32979,0.759,0.245,4.1
2021-05-04,2143427,2589,49311.795,59.563,76.39,7286.571,288.286,167.635,6.632,46781,174,1076.246,4.003,0.63,,,,9498958,218.534,tests performed,11817,0.272,29558,0.68,0.247,4.1
2021-05-05,2146121,2694,49373.773,61.978,76.39,6284.429,248.429,144.58,5.715,46950,169,1080.134,3.888,0.63,,,,9518164,218.975,tests performed,19206,0.442,26039,0.599,0.241,4.1
2021-05-06,2152280,6159,49515.467,141.694,76.39,5485.714,246.286,126.205,5.666,47331,381,1088.899,8.765,0.68,,,,9555109,219.825,tests performed,36945,0.85,25388,0.584,0.216,4.6
2021-05-07,2160809,8529,49711.686,196.219,76.39,5248.429,256.286,120.746,5.896,47717,386,1097.78,8.88,0.76,,,,9594857,220.74,tests performed,39748,0.914,25154,0.579,0.209,4.8
2021-05-08,2169650,8841,49915.082,203.397,56.94,5272.571,259.143,121.301,5.962,48095,378,1106.476,8.696,0.81,,,,9633983,221.64,tests performed,39126,0.9,25393,0.584,0.208,4.8
2021-05-09,2175151,5501,50041.639,126.556,56.94,5313.143,263.857,122.234,6.07,48294,199,1111.054,4.578,0.82,,,,9655779,222.141,tests performed,21796,0.501,25419,0.585,0.209,4.8
2021-05-10,2178095,2944,50109.368,67.73,56.94,5322.429,258.857,122.448,5.955,48419,125,1113.93,2.876,0.8,,,,9668937,222.444,tests performed,13158,0.303,25971,0.597,0.205,4.9
2021-05-11,2180429,2334,50163.065,53.696,56.94,5286,251.857,121.61,5.794,48544,125,1116.806,2.876,0.78,,,,9682286,222.751,tests performed,13349,0.307,26190,0.603,0.202,5
2021-05-12,2185088,4659,50270.25,107.185,56.94,5566.714,279.714,128.068,6.435,48908,364,1125.18,8.374,0.81,,,,9721036,223.643,tests performed,38750,0.891,28982,0.667,0.192,5.2
2021-05-13,2192022,6934,50429.774,159.524,57.41,5677.429,275.714,130.615,6.343,49261,353,1133.301,8.121,0.85,,,,9756402,224.456,tests performed,35366,0.814,28756,0.662,0.197,5.1
2021-05-14,2199708,7686,50606.598,176.825,57.41,5557,262.429,127.845,6.037,49554,293,1140.042,6.741,0.87,,,,9790291,225.236,tests performed,33889,0.78,27919,0.642,0.199,5
2021-05-15,2206627,6919,50765.777,159.179,57.41,5282.429,255.143,121.528,5.87,49881,327,1147.565,7.523,0.86,,,,9824399,226.021,tests performed,34108,0.785,27202,0.626,0.194,5.1
2021-05-16,2210375,3748,50852.004,86.227,57.41,5032,246.429,115.766,5.669,50019,138,1150.74,3.175,0.85,,,,9841788,226.421,tests performed,17389,0.4,26573,0.611,0.189,5.3
2021-05-17,2212635,2260,50903.998,51.994,57.41,4934.286,244.714,113.518,5.63,50132,113,1153.339,2.6,0.84,,,,9851754,226.65,tests performed,9966,0.229,26117,0.601,0.189,5.3
2021-05-18,2216856,4221,51001.106,97.109,57.41,5203.857,268.714,119.72,6.182,50425,293,1160.08,6.741,0.85,,,,9882447,227.356,tests performed,30693,0.706,28594,0.658,0.182,5.5
2021-05-19,2222115,5259,51122.095,120.989,57.41,5289.571,250,121.692,5.752,50658,233,1165.441,5.36,0.83,,,,9914382,228.091,tests performed,31935,0.735,27621,0.635,0.192,5.2
2021-05-20,2227400,5285,51243.682,121.587,57.41,5054,229.429,116.273,5.278,50867,209,1170.249,4.808,0.8,,,,9943891,228.77,tests performed,29509,0.679,26784,0.616,0.189,5.3
2021-05-21,2232510,5110,51361.243,117.561,57.41,4686,217.429,107.806,5.002,51076,209,1175.057,4.808,0.77,,,,9970045,229.371,tests performed,26154,0.602,25679,0.591,0.182,5.5
2021-05-22,2237240,4730,51470.061,108.819,57.41,4373.286,197,100.612,4.532,51260,184,1179.29,4.233,0.75,,,,9997488,230.003,tests performed,27443,0.631,24727,0.569,0.177,5.7
2021-05-23,2239897,2657,51531.189,61.127,57.41,4217.429,190.571,97.026,4.384,51353,93,1181.43,2.14,0.74,,,,10013773,230.377,tests performed,16285,0.375,24569,0.565,0.172,5.8
2021-05-24,2241354,1457,51564.708,33.52,57.41,4102.714,184.714,94.387,4.25,51425,72,1183.086,1.656,0.73,,,,10022457,230.577,tests performed,8684,0.2,24386,0.561,0.168,5.9
2021-05-25,2244084,2730,51627.515,62.807,43.52,3889.714,179.571,89.487,4.131,51682,257,1188.999,5.913,0.73,,,,10045897,231.116,tests performed,23440,0.539,23350,0.537,0.167,6
2021-05-26,2247605,3521,51708.519,81.004,43.52,3641.429,177.143,83.775,4.075,51898,216,1193.968,4.969,0.72,,,,10076621,231.823,tests performed,30724,0.707,23177,0.533,0.157,6.4
2021-05-27,2251242,3637,51792.192,83.673,43.52,3406,174.429,78.359,4.013,52088,190,1198.339,4.371,0.7,,,,10105901,232.497,tests performed,29280,0.674,23144,0.532,0.147,6.8
2021-05-28,2254674,3432,51871.149,78.957,43.52,3166.286,168,72.844,3.865,52252,164,1202.112,3.773,0.7,,,,10131355,233.082,tests performed,25454,0.586,23044,0.53,0.137,7.3
2021-05-29,2257904,3230,51945.459,74.31,43.52,2952,164.857,67.914,3.793,52414,162,1205.839,3.727,0.7,,,,10156756,233.667,tests performed,25401,0.584,22753,0.523,0.13,7.7
2021-05-30,2259743,1839,51987.767,42.308,43.52,2835.143,164.429,65.225,3.783,52504,90,1207.91,2.071,0.7,,,,10171955,234.017,tests performed,15199,0.35,22597,0.52,0.125,8
2021-05-31,2260899,1156,52014.362,26.595,43.52,2792.143,164,64.236,3.773,52573,69,1209.497,1.587,0.7,84706.4,10.18,13.42,10180777,234.219,tests performed,8822,0.203,22617,0.52,0.123,8.1
2021-06-01,2263167,2268,52066.539,52.178,57.41,2726.143,151.429,62.718,3.484,52742,169,1213.385,3.888,0.7,,,,10207245,234.828,tests performed,26468,0.609,23050,0.53,0.118,8.5
2021-06-02,2265502,2335,52120.259,53.719,57.41,2556.714,144.143,58.82,3.316,52907,165,1217.181,3.796,0.69,,,,10235181,235.471,tests performed,27936,0.643,22651,0.521,0.113,8.9
2021-06-03,2268209,2707,52182.536,62.277,57.41,2423.857,132.429,55.763,3.047,53015,108,1219.666,2.485,0.67,,,,10261649,236.08,tests performed,26468,0.609,22250,0.512,0.109,9.2
2021-06-04,2270602,2393,52237.589,55.053,57.41,2275.429,123.571,52.349,2.843,53117,102,1222.013,2.347,0.66,,,,10290345,236.74,tests performed,28696,0.66,22713,0.523,0.1,10
2021-06-05,2272633,2031,52284.315,46.725,57.41,2104.143,113.857,48.408,2.619,53211,94,1224.175,2.163,0.65,,,,10319406,237.409,tests performed,29061,0.669,23236,0.535,0.091,11
2021-06-06,2273708,1075,52309.046,24.732,57.41,1995,107.714,45.897,2.478,53258,47,1225.256,1.081,0.65,,,,10336155,237.794,tests performed,16749,0.385,23457,0.54,0.085,11.8
2021-06-07,2274375,667,52324.391,15.345,57.41,1925.143,103.143,44.29,2.373,53295,37,1226.108,0.851,0.67,,,,10346878,238.041,tests performed,10723,0.247,23729,0.546,0.081,12.3
2021-06-08,2276111,1736,52364.33,39.939,57.41,1849.143,96.857,42.541,2.228,53420,125,1228.983,2.876,0.68,,,,10380233,238.808,tests performed,33355,0.767,24713,0.569,0.075,13.4
2021-06-09,2277632,1521,52399.322,34.992,57.41,1732.857,85.143,39.866,1.959,53503,83,1230.893,1.91,0.68,,,,10405577,239.391,tests performed,25344,0.583,24342,0.56,0.071,14
2021-06-10,2279556,1924,52443.586,44.264,57.41,1621,84.571,37.293,1.946,53607,104,1233.285,2.393,0.68,,,,10434574,240.058,tests performed,28997,0.667,24704,0.568,0.066,15.2
2021-06-11,2281303,1747,52483.777,40.192,57.41,1528.714,80.857,35.17,1.86,53683,76,1235.034,1.748,0.68,,,,10460411,240.653,tests performed,25837,0.594,24295,0.559,0.063,15.9
2021-06-12,2282727,1424,52516.538,32.761,57.41,1442,78.143,33.175,1.798,53758,75,1236.759,1.725,0.68,,,,10487410,241.274,tests performed,26999,0.621,24001,0.552,0.06,16.6
2021-06-13,2283746,1019,52539.981,23.443,57.41,1434,76.714,32.991,1.765,53795,37,1237.611,0.851,0.69,,,,10504548,241.668,tests performed,17138,0.394,24056,0.553,0.06,16.8
2021-06-14,2284337,591,52553.578,13.597,57.41,1423.143,73.857,32.741,1.699,53812,17,1238.002,0.391,0.7,,,,10516186,241.936,tests performed,11638,0.268,24187,0.556,0.059,17
2021-06-15,2285534,1197,52581.116,27.538,57.41,1346.143,67.714,30.969,1.558,53894,82,1239.888,1.886,0.71,,,,10548499,242.679,tests performed,32313,0.743,24038,0.553,0.056,17.9
2021-06-16,2286767,1233,52609.482,28.366,57.41,1305,68.143,30.023,1.568,53980,86,1241.867,1.979,0.7,,,,10576820,243.331,tests performed,28321,0.652,24463,0.563,0.053,18.7
2021-06-17,2288155,1388,52641.415,31.932,58.33,1228.429,62,28.261,1.426,54041,61,1243.27,1.403,0.69,,,,10603856,243.953,tests performed,27036,0.622,24183,0.556,0.051,19.7
2021-06-18,2289333,1178,52668.516,27.101,58.33,1147.143,59.143,26.391,1.361,54097,56,1244.558,1.288,0.69,,,,10629744,244.548,tests performed,25888,0.596,24190,0.557,0.047,21.1
2021-06-19,2290412,1079,52693.339,24.824,58.33,1097.857,54.857,25.257,1.262,54142,45,1245.594,1.035,0.7,,,,10656207,245.157,tests performed,26463,0.609,24114,0.555,0.046,22
2021-06-20,2291135,723,52709.973,16.633,58.33,1055.571,53.714,24.285,1.236,54171,29,1246.261,0.667,0.72,,,,10670072,245.476,tests performed,13865,0.319,23646,0.544,0.045,22.4
2021-06-21,2291722,587,52723.477,13.505,58.33,1055,54.286,24.271,1.249,54192,21,1246.744,0.483,0.74,,,,10679015,245.682,tests performed,8943,0.206,23261,0.535,0.045,22
2021-06-22,2292295,573,52736.66,13.182,58.33,965.857,46.571,22.221,1.071,54220,28,1247.388,0.644,0.76,,,,10690896,245.955,tests performed,11881,0.273,20342,0.468,0.047,21.1
2021-06-23,2293421,1126,52762.565,25.905,58.33,950.571,45.571,21.869,1.048,54299,79,1249.206,1.817,0.8,,,,10717176,246.56,tests performed,26280,0.605,20051,0.461,0.047,21.1
2021-06-24,2294669,1248,52791.276,28.712,58.33,930.571,46.429,21.409,1.068,54366,67,1250.747,1.541,0.83,,,,10739672,247.077,tests performed,22496,0.518,19402,0.446,0.048,20.8
2021-06-25,2295873,1204,52818.975,27.699,58.33,934.286,47.429,21.494,1.091,54429,63,1252.196,1.449,0.86,,,,10759153,247.526,tests performed,19481,0.448,18487,0.425,0.051,19.8
2021-06-26,2296982,1109,52844.489,25.514,58.33,938.571,47.286,21.593,1.088,54473,44,1253.209,1.012,0.87,,,,10780868,248.025,tests performed,21715,0.5,17809,0.41,0.053,19
2021-06-27,2297801,819,52863.331,18.842,58.33,952.286,46.714,21.908,1.075,54498,25,1253.784,0.575,0.88,,,,10794794,248.346,tests performed,13926,0.32,17817,0.41,0.053,18.7
2021-06-28,2298478,677,52878.906,15.575,54.63,965.143,46.429,22.204,1.068,54517,19,1254.221,0.437,0.88,,,,10806892,248.624,tests performed,12098,0.278,18268,0.42,0.053,18.9
2021-06-29,2299059,581,52892.273,13.367,54.63,966.286,44.429,22.23,1.022,54531,14,1254.543,0.322,0.87,,,,10817822,248.875,tests performed,10930,0.251,18132,0.417,0.053,18.8
2021-06-30,2300101,1042,52916.245,23.972,54.63,954.286,40.286,21.954,0.927,54581,50,1255.693,1.15,0.9,89408.8,10.2,10.6,10840333,249.393,tests performed,22511,0.518,17594,0.405,0.054,18.4
2021-07-01,2301221,1120,52942.012,25.767,54.63,936,39.714,21.534,0.914,54644,63,1257.143,1.449,0.93,,,,10861246,249.874,tests performed,20913,0.481,17368,0.4,0.054,18.6
2021-07-02,2302344,1123,52967.848,25.836,54.63,924.429,36.857,21.267,0.848,54687,43,1258.132,0.989,0.95,,,,10881002,250.329,tests performed,19756,0.455,17407,0.4,0.053,18.8
2021-07-03,2303485,1141,52994.097,26.25,54.63,929,37.429,21.373,0.861,54735,48,1259.236,1.104,0.98,,,,10900947,250.788,tests performed,19945,0.459,17154,0.395,0.054,18.5
2021-07-04,2304311,826,53013.1,19.003,54.63,930,37.143,21.396,0.855,54758,23,1259.765,0.529,0.99,,,,10915176,251.115,tests performed,14229,0.327,17197,0.396,0.054,18.5
2021-07-05,2305013,702,53029.251,16.15,50.93,933.571,38.143,21.478,0.878,54784,26,1260.364,0.598,1,,,,10925065,251.343,tests performed,9889,0.228,16882,0.388,0.055,18.1
2021-07-06,2306006,993,53052.096,22.845,50.93,992.429,40.571,22.832,0.933,54815,31,1261.077,0.713,1,,,,10945216,251.806,tests performed,20151,0.464,18199,0.419,0.055,18.3
2021-07-07,2307068,1062,53076.528,24.432,50.93,995.286,39.857,22.898,0.917,54860,45,1262.112,1.035,0.98,,,,10965456,252.272,tests performed,20240,0.466,17875,0.411,0.056,18
2021-07-08,2308142,1074,53101.237,24.709,50.93,988.714,35.714,22.746,0.822,54894,34,1262.894,0.782,0.97,,,,10983401,252.685,tests performed,17945,0.413,17451,0.401,0.057,17.7
2021-07-09,2309264,1122,53127.049,25.813,50.93,988.571,32.857,22.743,0.756,54917,23,1263.423,0.529,0.96,,,,11001742,253.107,tests performed,18341,0.422,17249,0.397,0.057,17.4
2021-07-10,2310246,982,53149.641,22.592,50.93,965.857,30.571,22.221,0.703,54949,32,1264.16,0.736,0.97,,,,11020262,253.533,tests performed,18520,0.426,17045,0.392,0.057,17.6
2021-07-11,2311025,779,53167.563,17.922,50.93,959.143,29.429,22.066,0.677,54964,15,1264.505,0.345,0.99,,,,11033147,253.829,tests performed,12885,0.296,16853,0.388,0.057,17.6
2021-07-12,2311690,665,53182.862,15.299,50.93,953.857,28.143,21.944,0.647,54981,17,1264.896,0.391,1,,,,11042753,254.05,tests performed,9606,0.221,16813,0.387,0.057,17.6
2021-07-13,2312662,972,53205.224,22.362,50.93,950.857,30.714,21.875,0.707,55030,49,1266.023,1.127,1.01,,,,11063662,254.531,tests performed,20909,0.481,16921,0.389,0.056,17.8
2021-07-14,2313705,1043,53229.219,23.995,50.93,948.143,29.429,21.813,0.677,55066,36,1266.851,0.828,1.02,,,,11082234,254.958,tests performed,18572,0.427,16683,0.384,0.057,17.6
2021-07-15,2314828,1123,53255.055,25.836,50.93,955.143,29,21.974,0.667,55097,31,1267.564,0.713,1.03,,,,11101770,255.408,tests performed,19536,0.449,16910,0.389,0.056,17.7
2021-07-16,2316081,1253,53283.882,28.827,50.93,973.857,29.571,22.405,0.68,55124,27,1268.186,0.621,1.04,,,,11120046,255.828,tests performed,18276,0.42,16901,0.389,0.058,17.4
2021-07-17,2317198,1117,53309.579,25.698,50.93,993.143,28.857,22.848,0.664,55151,27,1268.807,0.621,1.05,,,,11138052,256.243,tests performed,18006,0.414,16827,0.387,0.059,16.9
2021-07-18,2318035,837,53328.835,19.256,50.93,1001.429,29.429,23.039,0.677,55170,19,1269.244,0.437,1.06,,,,11151481,256.552,tests performed,13429,0.309,16905,0.389,0.059,16.9
2021-07-19,2318752,717,53345.331,16.495,50.93,1008.857,28.857,23.21,0.664,55183,13,1269.543,0.299,1.07,,,,,,tests performed,,,17750,0.408,0.057,17.6
2021-07-20,2319886,1134,53371.42,26.089,50.93,1032,27.286,23.742,0.628,55221,38,1270.417,0.874,1.08,,,,11182527,257.266,tests performed,,,16981,0.391,0.061,16.5
2021-07-21,2321081,1195,53398.912,27.492,50.93,1053.714,25.571,24.242,0.588,55245,24,1270.969,0.552,1.08,,,,,,tests performed,,,17055,0.392,0.062,16.2
2021-07-22,2322340,1259,53427.877,28.965,50.93,1073.143,26,24.689,0.598,55279,34,1271.752,0.782,1.07,,,,,,tests performed,,,16993,0.391,0.063,15.8
2021-07-23,2323638,1298,53457.738,29.862,50.93,1079.571,26.714,24.837,0.615,55311,32,1272.488,0.736,1.07,,,,11239813,258.584,tests performed,,,17110,0.394,0.063,15.8
2021-07-24,2324935,1297,53487.577,29.839,50.93,1105.286,28,25.428,0.644,55347,36,1273.316,0.828,1.07,,,,,,tests performed,,,16732,0.385,0.066,15.1
2021-07-25,2325776,841,53506.925,19.348,50.93,1105.857,28.429,25.441,0.654,55369,22,1273.822,0.506,1.08,,,,,,tests performed,,,17009,0.391,0.065,15.4
2021-07-26,2326550,774,53524.732,17.807,50.93,1114,28.286,25.629,0.651,55381,12,1274.098,0.276,1.09,,,,,,tests performed,,,16986,0.391,0.066,15.2
2021-07-27,2327777,1227,53552.96,28.228,50.93,1127.286,28.429,25.934,0.654,55420,39,1274.995,0.897,1.1,,,,11301274,259.998,tests performed,,,16964,0.39,0.066,15
2021-07-28,2329044,1267,53582.109,29.149,50.93,1137.571,29.143,26.171,0.67,55449,29,1275.663,0.667,1.1,,,,,,tests performed,,,17077,0.393,0.067,15
2021-07-29,2330440,1396,53614.226,32.116,50.93,1157.143,30,26.621,0.69,55489,40,1276.583,0.92,1.1,,,,,,tests performed,,,17189,0.395,0.067,14.9
2021-07-30,2331950,1510,53648.965,34.739,50.93,1187.429,30,27.318,0.69,55521,32,1277.319,0.736,1.1,,,,11360926,261.37,tests performed,,,17302,0.398,0.069,14.6
2021-07-31,2333409,1459,53682.531,33.566,50.93,1210.571,29.857,27.85,0.687,55556,35,1278.124,0.805,1.11,90918.6,9.86,3.33,,,tests performed,,,17364,0.399,0.07,14.3
2021-08-01,2334433,1024,53706.089,23.558,50.93,1236.714,29.714,28.452,0.684,55577,21,1278.607,0.483,1.11,,,,,,tests performed,,,17426,0.401,0.071,14.1
2021-08-02,2335237,804,53724.586,18.497,50.93,1241,30.714,28.551,0.707,55596,19,1279.045,0.437,1.12,,,,,,tests performed,,,17489,0.402,0.071,14.1
2021-08-03,2336603,1366,53756.012,31.426,50.93,1260.857,31.857,29.007,0.733,55643,47,1280.126,1.081,1.13,,,,11424130,262.824,tests performed,,,17551,0.404,0.072,13.9
2021-08-04,2338123,1520,53790.981,34.969,50.93,1297,36.857,29.839,0.848,55707,64,1281.598,1.472,1.13,,,,,,tests performed,,,17730,0.408,0.073,13.7
2021-08-05,2339731,1608,53827.975,36.994,50.93,1327.286,38,30.536,0.874,55755,48,1282.702,1.104,1.12,,,,,,tests performed,,,17909,0.412,0.074,13.5
2021-08-06,2341399,1668,53866.349,38.374,50.93,1349.857,38.714,31.055,0.891,55792,37,1283.554,0.851,1.11,,,,11487542,264.283,tests performed,,,18088,0.416,0.075,13.4
2021-08-07,2343046,1647,53904.24,37.891,50.93,1376.714,40,31.673,0.92,55836,44,1284.566,1.012,1.11,,,,11509815,264.795,tests performed,22273,0.512,19013,0.437,0.072,13.8
2021-08-08,2344260,1214,53932.169,27.929,50.93,1403.857,41.429,32.297,0.953,55867,31,1285.279,0.713,1.12,,,,11528091,265.216,tests performed,18276,0.42,19366,0.446,0.072,13.8
2021-08-09,2345166,906,53953.013,20.843,50.93,1418.429,42,32.632,0.966,55890,23,1285.808,0.529,1.12,,,,11537474,265.432,tests performed,9383,0.216,18449,0.424,0.077,13
2021-08-10,2346560,1394,53985.083,32.07,50.93,1422.429,42,32.724,0.966,55937,47,1286.89,1.081,1.13,,,,11559179,265.931,tests performed,21705,0.499,19293,0.444,0.074,13.6
2021-08-11,2348295,1735,54024.999,39.916,50.93,1453.143,38.571,33.431,0.887,55977,40,1287.81,0.92,1.13,,,,11582812,266.475,tests performed,23633,0.544,19649,0.452,0.074,13.5
2021-08-12,2350163,1868,54067.974,42.975,50.93,1490.286,38,34.286,0.874,56021,44,1288.822,1.012,1.13,,,,11604861,266.982,tests performed,22049,0.507,19779,0.455,0.075,13.3
2021-08-13,2352042,1879,54111.202,43.228,50.93,1520.429,41.857,34.979,0.963,56085,64,1290.294,1.472,1.12,,,,11627179,267.495,tests performed,22318,0.513,19948,0.459,0.076,13.1
2021-08-14,2354008,1966,54156.432,45.23,50.93,1566,41.429,36.027,0.953,56126,41,1291.238,0.943,1.12,,,,11652141,268.07,tests performed,24962,0.574,20332,0.468,0.077,13
2021-08-15,2355317,1309,54186.547,30.115,50.93,1579.571,41.714,36.34,0.96,56159,33,1291.997,0.759,1.12,,,,,,tests performed,,,19961,0.459,0.079,12.6
2021-08-16,2356345,1028,54210.197,23.65,50.93,1597,42.857,36.741,0.986,56190,31,1292.71,0.713,1.13,,,,,,tests performed,,,20861,0.48,0.077,13.1
2021-08-17,2357844,1499,54244.683,34.486,50.93,1612,42.857,37.086,0.986,56237,47,1293.791,1.081,1.14,,,,11699182,269.152,tests performed,,,20000,0.46,0.081,12.4
2021-08-18,2359893,2049,54291.823,47.139,50.93,1656.857,45.714,38.118,1.052,56297,60,1295.172,1.38,1.15,,,,11726235,269.774,tests performed,27053,0.622,20489,0.471,0.081,12.4
2021-08-19,2362052,2159,54341.493,49.67,50.93,1698.429,47.286,39.074,1.088,56352,55,1296.437,1.265,1.13,,,,11749847,270.318,tests performed,23612,0.543,20712,0.477,0.082,12.2
2021-08-20,2364242,2190,54391.876,50.383,50.93,1742.857,44.857,40.096,1.032,56399,47,1297.518,1.081,1.12,,,,11773325,270.858,tests performed,23478,0.54,20878,0.48,0.083,12
2021-08-21,2366560,2318,54445.204,53.328,50.93,1793.143,47.286,41.253,1.088,56457,58,1298.853,1.334,1.11,,,,11800769,271.489,tests performed,27444,0.631,21233,0.488,0.084,11.8
2021-08-22,2368150,1590,54481.784,36.58,50.93,1833.286,48.429,42.177,1.114,56498,41,1299.796,0.943,1.09,,,,,,tests performed,,,20885,0.48,0.088,11.4
2021-08-23,2369339,1189,54509.138,27.354,50.93,1856.286,48,42.706,1.104,56526,28,1300.44,0.644,1.07,,,,11827261,272.099,tests performed,,,20537,0.472,0.09,11.1
2021-08-24,2370604,1265,54538.241,29.103,50.93,1822.857,48,41.937,1.104,56573,47,1301.521,1.081,1.03,,,,,,tests performed,,,20446,0.47,0.089,11.2
2021-08-25,2371895,1291,54567.941,29.701,50.93,1714.571,45.571,39.446,1.048,56616,43,1302.511,0.989,1.02,,,,11857352,272.791,tests performed,,,18731,0.431,0.092,10.9
2021-08-26,2374012,2117,54616.645,48.704,50.93,1708.571,47.143,39.307,1.085,56682,66,1304.029,1.518,1.08,,,,11880472,273.323,tests performed,23120,0.532,18661,0.429,0.092,10.9
2021-08-27,2376571,2559,54675.518,58.872,50.93,1761.286,52.857,40.52,1.216,56769,87,1306.031,2.002,1.15,,,,11903521,273.853,tests performed,23049,0.53,18599,0.428,0.095,10.6
2021-08-28,2379159,2588,54735.057,59.54,50.93,1799.857,55.714,41.408,1.282,56847,78,1307.825,1.794,1.2,,,,11931126,274.488,tests performed,27605,0.635,18622,0.428,0.097,10.3
2021-08-29,2381553,2394,54790.134,55.076,50.93,1914.714,57.429,44.05,1.321,56900,53,1309.044,1.219,1.22,,,,11949470,274.91,tests performed,18344,0.422,19351,0.445,0.099,10.1
2021-08-30,2382769,1216,54818.109,27.975,50.93,1918.571,58.286,44.139,1.341,56934,34,1309.827,0.782,1.2,,,,11958965,275.129,tests performed,9495,0.218,18815,0.433,0.102,9.8
2021-08-31,2384564,1795,54859.405,41.296,50.93,1994.286,61.571,45.881,1.417,57004,70,1311.437,1.61,1.18,90810.2,9.41,-0.25,11980323,275.62,tests performed,21358,0.491,19717,0.454,0.101,9.9
2021-09-01,2387052,2488,54916.644,57.239,50.93,2165.286,64.286,49.815,1.479,57066,62,1312.863,1.426,1.18,,,,12008463,276.267,tests performed,28140,0.647,21587,0.497,0.1,10
2021-09-02,2389923,2871,54982.695,66.05,50.93,2273,63.857,52.293,1.469,57129,63,1314.313,1.449,1.16,,,,12031985,276.808,tests performed,23522,0.541,21645,0.498,0.105,9.5
2021-09-03,2393002,3079,55053.53,70.836,50.93,2347.286,60.429,54.002,1.39,57192,63,1315.762,1.449,1.16,,,,12055523,277.35,tests performed,23538,0.542,21715,0.5,0.108,9.3
2021-09-04,2395616,2614,55113.668,60.138,50.93,2351,55.571,54.087,1.278,57236,44,1316.774,1.012,1.16,,,,12081160,277.94,tests performed,25637,0.59,21433,0.493,0.11,9.1
2021-09-05,2397758,2142,55162.947,49.279,50.93,2315,55.286,53.259,1.272,57287,51,1317.948,1.173,1.18,,,,12097306,278.311,tests performed,16146,0.371,21119,0.486,0.11,9.1
2021-09-06,2398900,1142,55189.22,26.273,50.93,2304.429,55,53.016,1.265,57319,32,1318.684,0.736,1.21,,,,12108589,278.571,tests performed,11283,0.26,21375,0.492,0.108,9.3
2021-09-07,2401462,2562,55248.161,58.942,50.93,2414,55.429,55.537,1.275,57392,73,1320.363,1.679,1.24,,,,12131185,279.091,tests performed,22596,0.52,21552,0.496,0.112,8.9
